date,classification,trades,total_pnl,total_volume,win_rate,unique_traders
2025-01-06,Extreme Greed,573.0,6064.185393,556526.99,0.7355371900826446,7.0
2025-01-07,Extreme Greed,637.0,16098.227530999999,1313178.1,0.97,6.0
2025-01-08,Greed,1039.0,130117.09055399998,3177275.1799999997,0.9146919431279621,11.0
2025-01-09,Greed,522.0,46975.92890200001,1020733.25,0.8579881656804734,7.0
2025-01-10,Neutral,819.0,-10116.875551999998,6547449.680000002,0.8852459016393442,7.0
2025-01-11,Greed,283.0,2269.080536,1658098.7100000002,0.7840909090909091,7.0
2025-01-12,Greed,602.0,5742.241803,2258459.17,0.9936842105263158,7.0
2025-01-13,Greed,408.0,9655.429352,2936648.0100000002,0.9518072289156626,11.0
2025-01-14,Greed,275.0,16069.512354999999,876581.97,0.9716312056737588,9.0
2025-01-15,Greed,267.0,14819.5883,1801599.89,0.8848920863309353,11.0
2025-01-16,Extreme Greed,371.0,20807.709328000004,3049692.96,0.900709219858156,9.0
2025-01-17,Extreme Greed,238.0,7006.415607999999,1110230.46,0.9921259842519685,8.0
2025-01-18,Extreme Greed,651.0,443.23308199999883,2711629.8800000004,0.8857142857142857,12.0
2025-01-19,Extreme Greed,1567.0,87923.799302,9715215.3,0.7304147465437788,15.0
2025-01-20,Extreme Greed,1315.0,87277.23917300001,8287327.01,0.8502475247524752,15.0
2025-01-21,Extreme Greed,530.0,11077.839421,1523729.82,0.9579439252336449,8.0
2025-01-22,Extreme Greed,832.0,20524.408057,1778406.4300000002,0.7905405405405406,10.0
2025-01-23,Extreme Greed,1218.0,101256.24216,3697028.66,0.9504132231404959,12.0
2025-01-24,Extreme Greed,874.0,10602.779738,1611433.4500000002,0.9779559118236473,11.0
2025-01-25,Extreme Greed,506.0,-10348.016255999999,1239377.6999999997,0.8294117647058824,11.0
2025-01-26,Greed,451.0,40823.466667999994,1201173.66,0.9514563106796117,7.0
2025-01-27,Greed,773.0,41331.765392,1508028.31,0.92,15.0
2025-01-28,Greed,498.0,17979.613973,579412.1699999999,0.9542682926829268,8.0
2025-01-29,Greed,910.0,23421.011469999998,1897513.41,0.9643765903307888,9.0
2025-01-30,Greed,1067.0,23097.471385,3014397.1700000004,0.8747044917257684,11.0
2025-01-31,Extreme Greed,1016.0,35868.296772999995,2783411.48,0.9385665529010239,11.0
2025-02-01,Greed,634.0,32300.205017,1363746.44,0.949748743718593,12.0
2025-02-02,Greed,1319.0,162854.759623,5661092.29,0.8941398865784499,13.0
2025-02-03,Fear,2380.0,348871.32626899995,22592901.37,0.8243647234678625,12.0
2025-02-04,Greed,2512.0,416876.88811999996,15678409.269999998,0.8720200752823086,13.0
2025-02-05,Neutral,1297.0,56706.235561999994,8743231.509999998,0.8224852071005917,11.0
2025-02-06,Neutral,1703.0,33803.799733,2818508.87,0.9469240048250904,11.0
2025-02-07,Fear,1524.0,22450.002091000002,3460263.54,0.8007448789571695,13.0
2025-02-08,Fear,575.0,586.703253,839734.97,0.9016393442622951,10.0
2025-02-09,Neutral,764.0,150551.82949200002,2920919.7,0.9850299401197605,12.0
2025-02-10,Fear,889.0,63908.49465,3624958.4399999995,0.9199134199134199,14.0
2025-02-11,Neutral,848.0,-6093.784817,2797544.17,0.5674846625766872,12.0
2025-02-12,Neutral,1031.0,19848.635032,4143974.54,0.8563734290843806,12.0
2025-02-13,Neutral,1370.0,27829.534238,3199852.21,0.9756468797564688,11.0
2025-02-14,Neutral,1655.0,213860.67530799998,4007103.4200000004,0.885286783042394,15.0
2025-02-15,Neutral,932.0,45042.92701,1712852.95,0.9616306954436451,12.0
2025-02-16,Neutral,681.0,2369.4784250000002,806177.6399999999,0.8595988538681948,10.0
2025-02-17,Neutral,941.0,1818.5732950000001,2031044.6399999997,0.871900826446281,9.0
2025-02-18,Neutral,1676.0,91204.672403,3371128.68,0.9225806451612903,11.0
2025-02-19,Fear,1361.0,14985.794700999999,3263930.2399999998,0.909375,10.0
2025-02-20,Neutral,2012.0,46008.794102,4628609.290000001,0.9717741935483871,11.0
2025-02-21,Greed,1873.0,119693.49395,3972159.88,0.9664031620553359,14.0
2025-02-22,Neutral,686.0,25278.704178,3175570.1999999997,0.96875,10.0
2025-02-23,Neutral,520.0,10656.934250999999,1141310.74,0.9629629629629629,12.0
2025-02-24,Neutral,5616.0,38470.176242,11223619.59,0.8816778789077958,14.0
2025-02-25,Fear,6246.0,204762.177034,19414984.36,0.7603923400280242,18.0
2025-02-26,Extreme Fear,1176.0,63229.063129,4946958.13,0.928235294117647,13.0
2025-02-27,Extreme Fear,890.0,-36525.167517,1999898.4300000002,0.5880952380952381,9.0
2025-02-28,Extreme Fear,1019.0,225628.10874799997,4123660.77,0.9682151589242054,13.0
2025-03-01,Extreme Fear,174.0,10596.108968,263824.13,0.9285714285714286,5.0
2025-03-02,Fear,532.0,66914.32070800001,6460848.74,0.9501779359430605,10.0
2025-03-03,Fear,1482.0,616413.032233,8244590.380000001,0.9650793650793651,14.0
2025-03-04,Extreme Fear,2402.0,182075.566585,11124247.15,0.7444987775061125,16.0
2025-03-05,Extreme Fear,1660.0,269328.365917,9193654.219999999,0.9843627834245504,13.0
2025-03-06,Fear,760.0,16101.125561,6765324.96,0.9554973821989529,12.0
2025-03-07,Fear,2552.0,150236.061627,19854275.48,0.9315164220824598,14.0
2025-03-08,Fear,529.0,24700.773359,892083.51,0.9933993399339934,13.0
2025-03-09,Fear,1422.0,19773.457395,10419697.99,1.0,12.0
2025-03-10,Extreme Fear,2911.0,-10010.027269999999,16811790.68,0.8673163418290855,14.0
2025-03-11,Extreme Fear,3286.0,-76880.72903599999,14016952.09,0.5146198830409356,16.0
2025-03-12,Fear,3968.0,288105.984215,18618139.15,0.9601371624517788,13.0
2025-03-13,Neutral,962.0,14114.870873,3285591.22,0.8979591836734694,13.0
2025-03-14,Fear,2210.0,68646.160089,8047187.159999999,0.981789802289282,10.0
2025-03-15,Neutral,261.0,78694.624572,2355749.5399999996,0.8201058201058201,8.0
2025-03-16,Fear,530.0,-7910.943544999999,10187921.51,0.5590909090909091,8.0
2025-03-17,Fear,920.0,26163.906513,3592895.0500000003,0.8633540372670807,11.0
2025-03-18,Fear,834.0,72322.788824,4050655.47,0.7642276422764228,13.0
2025-03-19,Fear,1612.0,29374.682341,4598813.57,0.8658064516129033,12.0
2025-03-20,Neutral,771.0,10246.859435999999,1652257.9300000002,0.7159090909090909,13.0
2025-03-21,Fear,698.0,6951.270374,2543903.39,1.0,9.0
2025-03-22,Fear,535.0,12498.535254000002,971809.42,0.7673716012084593,8.0
2025-03-23,Fear,447.0,14047.421585,2593519.67,1.0,10.0
2025-03-24,Neutral,1027.0,107878.96130100002,3017587.05,0.9418777943368107,13.0
2025-03-25,Neutral,791.0,32030.906779999998,5372519.77,0.7333333333333333,13.0
2025-03-26,Neutral,3102.0,15802.167427000004,7597754.37,0.5197775030902348,17.0
2025-03-27,Fear,785.0,58825.359221000006,3240279.46,0.9886792452830189,11.0
2025-03-28,Fear,728.0,21337.179335,1483092.6099999999,0.9871794871794872,11.0
2025-03-29,Fear,1894.0,12098.872930999996,3668151.83,0.7170212765957447,10.0
2025-03-30,Fear,568.0,15795.11514,2850874.96,0.8867924528301887,9.0
2025-03-31,Fear,495.0,6978.1845570000005,2164772.4699999997,0.886986301369863,12.0
2025-04-01,Fear,192.0,-2202.6622420000003,704445.19,0.7213114754098361,9.0
2025-04-02,Fear,1076.0,202212.74093800003,3867930.6,0.9989626556016598,11.0
2025-04-03,Fear,1748.0,-2365.961275999999,8670233.15,0.8201892744479495,17.0
2025-04-04,Fear,1272.0,-25515.678949999994,3835545.7299999995,0.7155297532656023,14.0
2025-04-05,Fear,360.0,35907.33771,1267564.2200000002,0.9720930232558139,10.0
2025-04-06,Fear,1048.0,47053.449272000005,3551252.0599999996,0.9595375722543352,14.0
2025-04-07,Extreme Fear,2814.0,34527.37030499999,14460253.139999999,0.5328582739509106,18.0
2025-04-08,Extreme Fear,943.0,34899.394798,8869391.4,0.8373101952277657,17.0
2025-04-09,Extreme Fear,3967.0,43120.44479700002,28556806.470000003,0.7679856115107914,20.0
2025-04-10,Fear,2127.0,158261.822261,28741953.29,0.845229151014275,19.0
2025-04-11,Fear,1096.0,126406.479081,11319327.07,0.8123620309050773,16.0
2025-04-12,Fear,2109.0,410419.69453299994,55914617.49,0.7961165048543689,20.0
2025-04-13,Neutral,1321.0,48696.021521,14171154.79,0.8445229681978799,17.0
2025-04-14,Fear,890.0,45680.443063,13079972.979999999,0.8995215311004785,14.0
2025-04-15,Fear,1131.0,72357.706282,20752168.240000002,0.9923312883435583,14.0
2025-04-16,Fear,1608.0,58631.730257,36502715.9,0.677819083023544,17.0
2025-04-17,Fear,1031.0,5427.919886,2604551.5100000002,0.8482384823848238,12.0
2025-04-18,Fear,1894.0,4880.4047439999995,24610650.46,0.9788306451612904,12.0
2025-04-19,Fear,2786.0,71950.57749499999,32706462.71,0.7964774951076321,15.0
2025-04-20,Fear,1982.0,25060.341936000004,12126094.05,0.8212058212058212,12.0
2025-04-21,Fear,1718.0,34369.267907,42104054.839999996,0.7946009389671361,14.0
2025-04-22,Neutral,2998.0,58652.763578,33753625.24,0.6894409937888198,15.0
2025-04-23,Greed,6159.0,-419020.22573099995,30682443.79,0.48320850446967867,19.0
2025-04-24,Greed,2232.0,50704.395964999996,35088918.64,0.7782462057335582,15.0
2025-04-25,Greed,1653.0,20218.859206,27749455.779999997,0.873972602739726,16.0
2025-04-26,Greed,1131.0,-4125.753941999999,11948127.770000001,0.3532608695652174,12.0
2025-04-27,Greed,337.0,2702.0674679999997,487537.69,0.7361963190184049,9.0
2025-04-28,Neutral,1379.0,36906.81375899999,26124921.49,0.796398891966759,8.0
2025-04-29,Greed,2243.0,125749.61342699999,34089511.66,0.937137330754352,7.0
2025-04-30,Greed,1113.0,14003.797268999999,12693878.850000001,0.8966565349544073,8.0
2025-05-01,Neutral,1230.0,54536.829297000004,10720240.52,0.7863501483679525,11.0
